,Fecha Emisión,Fecha Publicación,Delitos-Modalidades,Juez,Sentido del Fallo,Descripción o Criterios Judiciales,Sentencia,real_url
31,24/diciembre/2019,04/febrero/2020,"DELITOS CONTRA LA SALUD NARCOMENUDEO, POSESION DE MARIHUANA Y COCAINA CON FINES DE COMERCIO",ANDRÉS DE LEÓN CRUZ(Elabora),CONDENATORIO,CONCEDE CONDENA CONDICIONAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEvjuqsaKQIUdq3PnwmA6izoNDp/rlipfX6HeeAgJddmdaHpjKQPfC1edy6yMNOS3YSJL/InNZAODHH8ipBuneOnaCQJpzklhmxCXOwl7bnUChsjANAFEdPc0L/ti/zwRADkpIWDPV5YUseHL4aM2FRiMLdq7c+yUD42HxqO7NCdus89yxBgNUzrkk5Ck2FlbVxMfDOo0UOE2oejh8ke8BSI=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\93813-d2844bd8-e165-4796-8f63-f3e2f23b1d03.pdf
32,24/diciembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora),CONDENATORIO,CONCEDE CONDENA CONDICIONAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEvjuqsaKQIUdq3PnwmA6izrAFagVw4um6F+CiNsD6B1/djqBbXM+oTnIoIL2n/FKjgew8W0KDF8zrwhdhPqN2WJHR4RWvq9g7asCh7ZwDCRJgYZgDuTmt91PmGXPaSFWDek9JZmnY0gQ8fc+jLseR173K7hJglfPlL28mdjnyVJ9Y9SjcTJBcnYMGofnnuR4Z1+Thhexkx6pVw1dgKATilg=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\93814-8457b3f4-5013-49f5-9f34-3bc050420c6d.pdf
33,24/diciembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora),CONDENATORIO,CONCEDE CONDENA CONDICIONAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEvjuqsaKQIUdq3PnwmA6izqLMopeOs4iODMsNiuGCSIYI//1Qp8wof3WVxe8N4wc/0x/CX2FSLAKlfxbMq9GCfgtbC7QWmi9ZO5IJXtSYJKAaCdcaipnYsIWv839pUAUXmS4i6LNCZAXIUM5HCS9+42gXcQaw6j1OYCjTaTOM1saijtRZYDh5BWT1IJ4U3sCJ/1yeWXiv9K14SJ8AOCcar0=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\93815-3d20162e-7812-4a35-b25f-127fa6925d42.pdf
34,24/diciembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora),CONDENATORIO,CONCEDE CONDENA CONDICIONAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEvjuqsaKQIUdq3PnwmA6izr0R/2muNgeBJQNUrjte1uY5jhSs5rzWsyHbpLykKpF8OOHLMSZHZUdyCJes40IepUmfJlcwiCxBHccXrS+Yl8zVF8ZLt4/RycvW2W9GKIK+sBDOd2rOsdZtJhjX47EJl/xKsVkp40PbOjLS3aOaCokqIc8ANRCnlcMXSQAv+r0Tf5b1r8K27I+n98NjjBctKY=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\93816-38a1cbee-3937-4034-99e7-4aee8562e18e.pdf
35,23/diciembre/2019,04/febrero/2020,HOMICIDIO DOLOSO,ANDRÉS DE LEÓN CRUZ(Elabora), ,CONCEDE CONDENA CONDICIONAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEvjuqsaKQIUdq3PnwmA6izoMFtnAqUIQlWLRlbFFqQNFYhoOa/ZurPCY1LWhBzAkAM9G2WqWZnQnAbjQbJIZTqRJ9HBDTRrk/p4Gdjy8T8o9DIjBJB3VmUvoN17Bw8cAa7qXkU5oyJBMT2hDrPLlB0Rs8Gp9YJdDu3d/+hUiEBhy5CXt5xtmAizrnS0m6HbgAhNwITYzxyeWDMm3neLeqVs=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\93817-b0ddf0c3-f641-404f-a39a-8204d2875be8.pdf
36,19/diciembre/2019,04/febrero/2020,ROBO EQUIPARABLE,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEvjuqsaKQIUdq3PnwmA6izpdFdr36c5WMWleoa2bcYeOjZ/4J9YI7Dnfja8CmC74PtjBkWzLiXu8rsrdIbD7ASniS/QbaCP+b0JmE6BJ4Cwd+rsl7eHeXFI05P4kvtxZoEkIAYw3Gt2aLRBxHF76ggbzilZ0DOqzrQoblqihTdXp3iRqfsBIN660pO5fJIg3mSpxP/CX7i20OxyjWN9ezyI=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\93786-2e0c0c4b-db2e-4784-b3e5-b4e7eaa3687b.pdf
37,18/diciembre/2019,04/febrero/2020,ROBO CALIFICADO,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEvjuqsaKQIUdq3PnwmA6izo+53lt5W3D0q06M1XcqG55iT4NScRSbZ7sP4oY/4+NhD5rjdELXp7sFnKtz5QhKrlFitsurEhXbnkGRQ2MYbim4NZIPd//P6dJOzZ3SpTNRf9UEtqly9XXdU8sY49BOOp9mlJtJcQb8DS37c8RbVT5OrniDFUW8mMf7vj+CZ+/vqhB/hYpK+bTJii6Z0YidLs=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\92888-c5617518-ddee-4daf-b49b-b0febc5a32eb.pdf
38,17/diciembre/2019,04/febrero/2020,"VIOLACION EQUIPARADA, LESIONES DOLOSAS SIMPLE",ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEvjuqsaKQIUdq3PnwmA6izo9ujMlFddGV5Avdzmr9sYXrH057iyruQgIPc8ivQQHS07DY4+TtEOSlawcNdC1zpqo1hrSQOHwRWDQ9/Rhk0V7JGdE2XQapOqxeDnIvS3LZd7pjxwBqlHxA2BNal3df4QHttGNUtb3Rb/mnJaS4ZAJ9J24cz3+vvbXJyRqm37GCSVnGu2WCL4L2fvAirn82Iw=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\92471-43fa55ec-3052-44a1-b3b7-52550859704b.pdf
39,16/diciembre/2019,04/febrero/2020,HOMICIDIO DOLOSO SIMPLE,ANDRÉS DE LEÓN CRUZ(Elabora), ,LIBERTAD ANTICIPADA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEvjuqsaKQIUdq3PnwmA6izoMtUv4UWkRZqC0wjdjodjGHcNEcE1NXTZHKqC069RLsTErtDhN0XvYe0Sg5Ea+Ak1ZIZPN1z5i8r5m25NlwK8gfrYm2jyd9ktNJeDtIH8vu3nok8zsE0FIpwYi6b4Z2HRYM1zH95B8o2NGRw3ifJ+L3hdQTGpTyUITKjDFKCEj6QaJd4N2BibnQTeFwJjC7Ok=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\92138-cc9cae69-3580-4b59-ac82-b48735312c03.pdf
40,06/diciembre/2019,04/febrero/2020,"PRIVACION ILEGAL DE LA LIBERTAD,PLAGIO Y SECUESTRO",ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEvjuqsaKQIUdq3PnwmA6izqCMevw0iyvM6DUGWSUvLgu0j7QPSMN5w4FmYjnkUJF0Q4UKZ+5KVVzHCvJ2HpLeKlSVI1/mTv9tCgAVjfsiH85ng76yfQNHYfrAJ+65Gu2JYsirq8DKp3EVQiYM3k7T8cuGYwJKyklMHI2UMUpW1rj0YMxGlHW5Q6toLskmCjGxlsOK9Zp51aK5uBsIaIa0kk=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\90391-a43e2b75-7405-435c-ab81-ec3fd5ae7133.pdf
41,04/diciembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEvjuqsaKQIUdq3PnwmA6izr0IJu6ey8nGcmpuMiBA+baRMDVF1CspmCogkibI9GVdyVfzMWuYEQulxJ6oKb9zKLRGGBV2TP5uyyO/toffgWC2oPhuj7KXfoLE/v21Dsf0tLLRWYQNyAvbfH4SHkGUYJSxFTjqWcRBYURnF2kE3mF3VikG3rowuUtSUAs1IKRd1eIrOYHcMuSVNs5iwfHsc8=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\90391-fd9b75c8-87d8-490a-bd1f-b1cd51394867.pdf
42,02/diciembre/2019,04/febrero/2020,HOMICIDIO DOLOSO CALIFICADO,ANDRÉS DE LEÓN CRUZ(Elabora), ,COMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+2Hg5Y9RQ6FIGSgkNbu8pCN+nSwG/wOKibT1bAkXfiVhL8HMvjbwENeRmLHvCB3d4dX04lUbRuOzdyvUH7gz9uDMn5PBh4puDldlpHyhKoCX+YLuAwETg9nDyBRu6oOdjBio4ECk7mH5N2kgWFdc9gpG7DS5Z9m5zMBGTTFsLtpZ9VV769N3qcE3fkLA9tZZk4=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\89904-189c8203-d6ce-4839-8fc4-49894fdcb1a1.pdf
43,02/diciembre/2019,04/febrero/2020,VIOLACION DE LAS LEYES SOBRE INHUMACIONES Y EXHUMACIONES,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+3VKMieGSeVME1692D/MM4h63m+yI3pCS7/7fcsoyxwpAe+oU79nFANB99L3WApqpfVIb0+O9w3skN1e4diNeLF5g4QA85N+Dq0YKpJTM8zZ5fFatxzOJ6iLMoTs8f7I4P0BpcEJB60EXbMbRvsNV6S5NEkNLPC6QLoLQP0e9r1mwlNMBkXMQnKwskP5SuI+H8=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\89524-2f24dcad-93f0-4469-b29c-90fa165e89ab.pdf
44,02/diciembre/2019,04/febrero/2020,HOMICIDIO DOLOSO CALIFICADO,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+0mfaRFmyBihbnwnj9HUaBKHjaHUDY8cA8GvLOPfAPvzSam3cI/OV5pilm8JB0n8SK20VA/mwDNfC6nCQZDDGoC6612O4DbQFXmKNT/BW/gPF0VR4xu0It5B8ItdQqdfZrZZvQXToM0u0f82cd7xGBNeFIiBDa8dVkssXaa/bS4kcPAVsnuLA3gwPdIkOyHVxA=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\89526-8cca5147-8de8-43c2-853f-3c8a5455b9fd.pdf
45,29/noviembre/2019,04/febrero/2020,"CONTRA LA SEGURIDAD EN UN CENTRO DE DETENCIÓN, DELITOS CONTRA LA SALUD NARCOMENUDEO, POSESION DE MARIHUANA Y COCAINA CON FINES DE COMERCIO",ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+0NhV8bEGSp9Eb2vY4xS/2Nodk4QpexpQt+0y4XihoYgEx73GVVq/M4hhuknSeoheSpap3S0RgIA3/SrYgPzNapprhMuQ69QwdtK/CKbuIUPLUlDiSH+TUZ1Ejrlb2NJeIz4PA8GiHxFMzencq2CZhxCu678rqNnmF8JMb99zxnsbwsyfWzX1fxqshZmGrUVs8=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\89530-a0d2dfdd-9c82-4a89-9fbf-a27d2bf70987.pdf
46,27/noviembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+3KGzFQvnwkyoaylgO1KizS096u/RXnQQzmYVogxFtA+eEWvnQcTYwc3Ur1d/SL+9ZaS9RFzsSXMOLdapPHvCd5pgypyb1sW2S69crFCuMThkHJvGCjCMCISWR6UYhifIBp+lDmwzInmdvDpsqmhAdr8m/mxoZRf4Fm+M/ZlUZjKBj1ae9ukTb8r+73MKeLx90=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\89081-5b395d3c-2abb-4132-b07f-94c1f81844b9.pdf
47,27/noviembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+3xHR65o8ZtK7Lj763peK5I/8EJVnuxPQy9hkWLcJ8noo669+Bc3wfjg28RutSKjfi+YHsfeNtfHviBliVKgBlJqNr7RzFJdchvGbz4lmiQVvs7cGqjA8TyVQBfhr/Fh6F13Iw2TBDZPcm3yANIaDmgJkpZlbiDWasBuqsoZ6xZUzxMpYEIJoSXODxeVuxKn40=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\88068-27e46a37-ebc5-45f7-a784-f67e911f5f8f.pdf
48,27/noviembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+0JxeYnTUps3hkMwj6P6EQikg78+/2KrLPgjr9EnlX7uB33mlvI2wAJwIE8MsG2Hu70tqjy4NGtlGsmLbHGjBhl03xPkawYwHFy+tmO8+TA0nOCWoHxCRn1wJqy15/vPcPa4OAqlOcna7UHRr+Vpmh1PvLoSdBI5WA/1SmtKKc3T5kUls2kMxRfWvURazYVW3s=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\88069-7044a3cc-452a-474b-80cc-5b95a65b5eb1.pdf
49,27/noviembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+1QWb9XoHvk3Ysszl8Lq72lImM4vqXrPKLASMudkDws6IKJKS1fJSUbhG5JxOkK7O+TJHDgruyYH08I+EVlJe5TkaeZG9vaDmT3b9H/4x+FXyttpCGetlbhttxZA1jDwcBRAmGezXNsS5tl5u6rfdqDeMHI8K06JhjwwNtBxGN+VZPScoPsXfdJWZp6K/Uz5Aw=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\88070-aa9fd085-6acc-4bb5-913d-566102474d0a.pdf
50,26/noviembre/2019,04/febrero/2020,"PRIVACION ILEGAL DE LA LIBERTAD,PLAGIO Y SECUESTRO",ANDRÉS DE LEÓN CRUZ(Elabora), ,COMPUTO DE LA PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+1Ew7+3wLlgoZkB85LRiGwMJR4h2JUbOPJpHApGRPLWdnf+6witQ36tIe7/7utpF8zAxQSHqPvUihoZEIWl5PUiKDmxijXK6jNCHYsr8/xSmTcpu4p+41UpCNr0EEi7ZF6jByh+0a9S5ddTBuFcMOb+gBHVhoKOj98LC+IfARWGK0fzD9WCCHEcH46AIIr2HxI=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\88072-a4193729-6df3-4df6-b8cb-c7880cb345de.pdf
51,26/noviembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+02FkrEpYSH2a7km7wigiRLg9QnQfhz+vd9m5gWOTGLIEsU5QDrX3cPs3uGmJ29zIFcaCjNGKzoElCs4RuEz29bv3DDxV+FcwpHfalgCvURefjh75NMWr45p/KNWvkXooK8lxwH/8GmLkSMixQtzQUCN+nFpUWV4x8bvVobvVrBIl7wuKZdj1UjHuTKR2unBjE=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\87761-f271c59c-909c-4a70-9d31-46248006e697.pdf
52,25/noviembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+3xTTjSi9hKhwg6gXoTXpt8lynuv62Z9JDmF90My3+xf6YSk0tY7wSaMKfw3qOD5sOH2pHYr7LlASoJevr9f/WKs630MrLl3OvxGiIjR1JJLBkQmr1fhCep1ZwTQrIo7d3GnHrxQEZ5JjwKgTxxCDQd6ugoSRNdfjjeSj5cuaATSzPTkVTudZmbiWva0RxU+D4=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\87765-46148c52-7f9f-4884-988f-f6f7f074dec5.pdf
53,25/noviembre/2019,04/febrero/2020,ROBO CON VIOLENCIA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+1oLEJj88m+Pfm5y5N6zYhius8GG5Jz4f0nYHovMqFQbKkToF6d8uTzTMEDec7Lnrk0zirucNBkq5oqx4xPmc8zNL4PRF2StrMxuso6xNgp+YnEnEjX6ufrvtRNtFtIRB8b+dCtDX1NGdy4ynIcOLnRSU885nlC7yxhMNgFXoartbLYn+nwbx8qBNW/ie7sFgs=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\87373-54957b4d-5513-42a6-9277-d9c03c128561.pdf
54,25/noviembre/2019,04/febrero/2020,"DELITOS CONTRA LA SALUD NARCOMENUDEO, POSESION DE MARIHUANA Y COCAINA CON FINES DE COMERCIO",ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+3GPT1/QkQMgwefqkGc4Uuoul2SB2x/5la41Gx+7htm+VQEZ/6vQNT4XTosBF9hvnfeqOdOVciQOyl/2C7xTbU02ApI7LhNqtlyYCzkJhSEovYO8tcOkaALcrroOsCxGlHoOqdqHkzpK9mkNqx+gCFpuR0Fige7OvDVGi3tkzHk9Lb+1aEcJQbzqeXwI62rLSE=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\87376-87aa8dba-fa5a-49bf-b25e-114c86d80e2b.pdf
55,22/noviembre/2019,04/febrero/2020,"PRIVACION ILEGAL DE LA LIBERTAD,PLAGIO Y SECUESTRO",ANDRÉS DE LEÓN CRUZ(Elabora), ,COMPUTO DE LA PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+2cXXFPxKtZnMRUVITsjv5cSyrFQicTGF/P3d2JqQ5LDAq7rhWbfAF5cbubNAL679mW0YoDdDFKIBbLgrYvulnlVrHmvQv/Zw+nSG+jzdkqkBylQv/gJgeerKVL4VdIKvnpqgIu2aFEKKaybyYk9SmEi9QLTzN6bodMmqv/EzwUBpozwChkkNMSfmVvYzLchi0=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\87378-7e920244-f552-418b-a739-1a519f67ce15.pdf
56,22/noviembre/2019,04/febrero/2020,ROBO SIMPLE,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+0eji8OlX1dTvC6QZqn7qlCKIHTN6ivaqldJXIgZHZpO11II0n3E/kWITCK8FG12AuFrOio9WGKdHgxt0+pvZ4hO/YqHVY7A2/OsdsWu/o/5gnX2yVNPhF7y802Au2fXR9KbJUwW2eye7xgfqqFFyNQ7hEP5y1KkdTHGD17bOubuQMKvSu5iZQ9Y9aBCiywD6s=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\87177-651a9bc4-3380-44f7-86ab-8dc2101819fc.pdf
57,21/noviembre/2019,04/febrero/2020,ROBO EQUIPARABLE,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+1RSrx2/fKJXqLP5VA4TqgFBZXEsjXFEs0nXgBYs/1mxhw1BvNeiMA0JmXuFFaja6bU+6HBo3FeSZF9wBHlr0twgjHjzAzinbTVAOpBbfhwUFQw3k0JvN34ipiayFJsYU6uY1m4VJR8HG4A1r1F7uWbozRSy1WcR5HDCpjIFtpz95BZc51B0gVdX+SxTx5CsH4=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\87252-2a67add8-b352-4893-9272-8f4f6d646c6b.pdf
58,21/noviembre/2019,04/febrero/2020,"LESIONES DOLOSAS, ROBO, ROBO EQUIPARABLE",ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+3BEvSJCmY3fTbUbblFWv+gSRW8n8SjqHPV6FRvUDqk6DBhywGJBeGAwmp4YADFjwV+JrCKBU+ACmlN6Di7RizJ8O26/sQATvT3rlzpxBLX4rH+8aETqWBgwKyrXkb9j8oV+uuMrGu3tEbL3lKT1d7ETBVej8aLd2QtI+v47BRm/bOZ6AU1Y5C3ePWYHMDU9tk=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\86837-6748ceda-4775-46ad-9c65-386159468e6f.pdf
59,21/noviembre/2019,04/febrero/2020,VIOLACION EQUIPARADA,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+3VHR8vbP01LAyGAQ+mUT8v3zYHk2Rkwi4Tr4CTYr/s+Ao6tfwhHB8G0b20Q+GvnHACXYXOG48pFnpMfXzOAssdc/7RO2W8rdU8dmO1+Lw4Wydnc52Of2FT4+NGraNuyYqrtEDcf/0gAMqd8hD+D75x2FOGdPUcFjMSPFlm6O7I5q+VcI7xp2g9WZgSUR//uys=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\86838-8608cf78-d0a2-4362-a1dd-d518aadfad9e.pdf
60,21/noviembre/2019,04/febrero/2020,EL QUE RESULTE,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO DE PENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+1m4XnaDHFYNznbo/RDmUBoSYi+yu+SsWu1uvDAEArh8JIE99hBjv504TLXK41/6CABAOYwkzDj7OQZReveTNVtSLOR7qgTvdnFDJK4Q/+YUtkp4jdqwr+4mLWrvi+G+fzOy4kAMfEVSa+NuhdNbm1iaMmmmFhJ7bT3zhqpFrAJnIkf5t34VNlgFgxjtFHo2rM=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\86845-eb4ddb86-db05-4255-ae60-56a7a2703a11.pdf
61,21/noviembre/2019,04/febrero/2020,HOMICIDIO DOLOSO CALIFICADO,ANDRÉS DE LEÓN CRUZ(Elabora), ,CÓMPUTO SUCESIVO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEoIh6/z0uGm3CDd88nJ62+0h6fVJhOkGRd3iWrDbHHEnNsV1NlxnzO+XTS7i/Fcfd+zr9w4LLMPSctjcxhvwc6E8GGiUtXO+QMqpMBI3dZIMwSZZWkTcfIgnCxIP30S3lvqih0vxUD/PP1Lh/Vod8ygyEdQlRwFKvyTOzYJwfvGpM8q+tC6/hu2tb8S9cMx3cxqb1fyJo3SoILafvPa7x4g=,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/controller.aspx?file=~\\files\\86845-962e9054-c1db-49ce-8984-8daf6e7aad6c.pdf
