Fecha Emisión,Fecha Publicación,Delitos-Modalidades,Juez,Sentido del Fallo,Descripción o Criterios Judiciales,Sentencia
26/octubre/2018,31/julio/2019,"ROBO CON VIOLENCIA, ROBO CON VIOLENCIA",MANUEL HERNÁNDEZ CERVANTES(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIwE3KFbFWRarjjdn5mTttQvh/nswO+NJ7tyN/cXJ6YhSesowAnDDLkoLJTc3N2Yq7wif8OGsiI7C7mWJ8YTRwigvfwsvTJLyU7+NTNd5ayc82wdZxBEkrMGFJ6odOQfKNysDXCptIOSOKsABVDgehGRmPkV5Y7U3zQZwEUIRfWLGCwmp+LtF9EpyKYkx92qXVo=
26/octubre/2018,05/julio/2019, ,MARÍA DEL ROCÍO ALANÍS GUERRERO(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypTwr7vPjRZKUMs0Wfd0s8HhtfZ41Yxt3Hg/32RCKpBCph+jjDTpe/XmDNHGO/Pn0Lo0wjmvMmII0ipwq6TKiMPMg/n8T9PEbrnH7tFMWN9du8mxAM4h7KPCHPgdRZzVZ7HlLwPe5Nf0KjgmWabcncnmdFt0FzExxQCO8fxz/jKAyfiwT1RpIyfpkmdONQWZTEw=
26/octubre/2018,06/julio/2019, ,VERÓNICA CECILIA DÍAZ LANDEROS(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIz3/5NfH9a0Hvr6J6tmJvPUt/OIE6R1NGb7c9zhx5vg94J/vxAqKdEEqs6iN5ncqqrb/COciViI9Yv1Oj1dzJdEP9seF4HgnRb1wwfSAKoddGRjgVXtHZid5Vlg3PAtRSmFMXonozYBEBMDTr9SSvuGtOXCFmJXGSSvL7tRpyNTp4LUgMKP/C+1dMQRzqNPiYY=
26/octubre/2018,06/julio/2019, ,ARTURO OCTAVIO REYES ARROYO(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIzE9N0vBECrS7xio9lxpSZ4SGCdtCl1ugWJ3ORD2MItn7BH3uEBVMu8r8fxUqKHYfCVb3qonwiQ/b9YdTqvqZMtUuWQO45F88kFuJZr+Dxk3Xn8fWW3lh/SJoIvJJnAHg7zymjV1/towPH2qv6N44HKYTX+poTq3Q7HhnufAkisLR4quu2micyRG16YAK1Puso=
26/octubre/2018,05/julio/2019, ,JORGE ANTONIO HERNÁNDEZ TORRES(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIxQsJYEunN/yn/lQnbftFp/t28yATwEkIfKngymsSAUpq0kf6LT6Q96Yys7R02chNJOKiX931wAp7D5UQwkGjPCfZed/9Kv1gMar0X3iDXknotxXA7sV7C/hP+P6DwfR/izdrKgTvMflZkYUTAfVD1OHgM0zEJpBYHVIOBFAiB7leFtFRES36b6mgte3UL1Uq0=
26/octubre/2018,05/julio/2019, ,ARTURO OCTAVIO REYES ARROYO(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIxL93KQnoUMC93cBxo3qN11snq2ccRg6mb3KOeCst9Ce9yB5htE6Xqa4gfOyR98slzBlzJfqaOG8K/1S6sKSyQyYAw8xsR5VP8Vh0XRtGgwfGm48Fzdvh40UCCfV8YlBtHQ9VMXeU+GHiXtbLy5LaZsbCCTfI0063ttgPQliHxfM8idIx8Tw0UIgOMLeiUWWSw=
26/octubre/2018,05/julio/2019, ,PATRICIA ALEJANDRA GUTIÉRREZ RAMÍREZ(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIzzon7zihM4pVbSEwy3+M0j3YEhS2kFmPJwseDgHBJoCzkeCNI7RDnO0q9+6Ibf2C7IDkPA8wxmHuHH23faHwSssQ/5ZAbO/YeErWrDhkWnoXr9TCInv0wLvBm50UMe7GrhWmz/lNHw0xLNgmadBTa2fjtZJTlIMvavDOtSa6Sm/gca6O0DGk/PQNCYBZ6KG3A=
26/octubre/2018,06/julio/2019, ,JOSÉ LUIS GARZA LEAL(Elabora),CONDENATORIO,SENTENCIA CONDENA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIwIBkQFcalf0tz2EDPsSVACqD61gHUKcHxuQUiwrT/VYF2Sk2NhwAoyC8F3wLi2kkErihmNHRqKkAC32vmNQ6JdPzKMClz8hg5AE9Hs+1rBKC06VWQjIKNFw2nYga0459i0WjHYOLpbUsFcgAIwtHRqO+DSWMPS5HU6wD35DoXxlvUjOxWSBafkwn/8gMXTgQo=
26/octubre/2018,06/julio/2019, ,IRMA MORALES MEDINA(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIxav/gjYih7rZOf2EfOS3oDZWz90+UpA/Tcut3JiPOZtjheAa/hwI+LmNkaT5/jt/n3pmu+6pELm8aKBUKFJn5LIZ5Kug2rD4S6aI9C5H8Jhy52XHMGtXa6LW6GCYbhKSNLVRmv0NULFGHBJ3h/lS9MFCHfJWutvlgXCK9pXkGz841zY3ps2BJ6EoUPocB747U=
26/octubre/2018,06/julio/2019, ,CARLOS ALBERTO SALAS GONZÁLEZ(Elabora),CONDENATORIO,ILÍCITO DE ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1lO5F6TPGeM9oBOSGhJi2Zj9EzkeLytIhnobcaVHZKsjnbTOdk6vl3YS6zu/m6Wg0j233QHm6XX+kuc9CJbaWZnlnJZejBMRfPz+uObTvArP+BP+kTX/LrxS+LxLbnY1R64UNtvox5b7QgGNJcjXkrAC+4CgPMAAaIyv3gjMLtbqRGbJtlR42SFDDZhg+I9hY=
26/octubre/2018,05/julio/2019, ,RICARDO BECERRA BARRAZA(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1P2nfEZ0dNwyrKXcVjy5FSQ9fZOrRA/GH/jtdtau6d8odaPk95ffrxZt8kWhFFy25ZHYT0CYPRwAxbRpIEdv7gq0ynywBnkIy1xJ4r0Sq8TsW/4yIHJ2bYBeitVSh9YVq8uT8Oco/0Wfw41M4nRWa9skGbdEd4mTKrhEpNUsB8MQjmqgEj06kbFdP5m99i77g=
25/octubre/2018,31/julio/2019,ROBO CALIFICADO,MIGUEL HUGO VÁZQUEZ HERNÁNDEZ(Elabora),CONDENATORIO,SETENCIA CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3DP12Fm4xkZpJ6huASNBRnPyIA+TYhW3JsN2+J9zJtugiIch3S1qpb5MIoBDw5ETolAzCIGgezQo4+XwriCXvs0r5K0Qy2iRY5PDuOdlum7jGPAtrP5yRJ2ZtceK9zVcmoRcYAZJQdRbW2XgDHmTD6sD7P6zBNkuMzjgmmNlcnWRJgN0D/6yDXV8r2ApKlXpY=
25/octubre/2018,30/julio/2019,INCUMPLIMIENTO DE OBLIGACIONES ALIMENTARIAS,IRMA MORALES MEDINA(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQgSdS1wkKFXhcYyDt7WLEnWD9tpVnhFF4CHknGHiA5bJTKlGZmCI7K8kUbkNKthwgT1YLjBthbUIyC88UM3nTvKqCWqwNme84tq9G9HhhhV5eebK2DDvvT7cqNj1Ex7fmRP5rBELe+atlIfwcr5iONxFHAgWGQtPy6CGVEfRJM+UTcQecRs/uHB8uz1b5sTF4=
25/octubre/2018,05/julio/2019, ,RICARDO BECERRA BARRAZA(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypSRKa9ov0aSMcmafcGVX1BRUmq+rs5vVZpp65wF2vq6oCkUXeNO/aCxOxlxyMuZA2dlkz5Psv0QpGX6hk/wBW53C0B9+QT8/rHSZ1ZqBHaUlu4AKJNFi6SldQ3Gb9WkQgWS7RADYerj2SWX/jAiiJnjTjQAGoIHPLOD62CRfEiBrRQ6imDvP2RjJr1seNhWwvE=
25/octubre/2018,06/julio/2019, ,CARLOS ALBERTO SALAS GONZÁLEZ(Elabora),CONDENATORIO,"DELITOS DE ROBO EJECUTADO CON VIOLENCIA Y CONTRA LA SALUD, EN SU MODALIDAD DE NARCOMENUDEO.",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIzcaXA2cfOQAOJBfiblcNcQzHbaJZTQaZmZ8dsAsDT0BdGGJqpIgQSFMobeGpDI5OgHk2+wEZME/suExhoVUs+qqAbX7d8MZKKzru46OzeH04XymyJASDqocv/rG03EStWbGOD9tJqGdzp3ynoph1QbuAT1TyVhnY0/RyhAgOphbdS+L+ytv+k6PbvcdV+sqtQ=
24/octubre/2018,30/julio/2019,INCUMPLIMIENTO DE OBLIGACIONES ALIMENTARIAS,JUAN ROBERTO ORTIZ PINTOR(Elabora),ABSOLUTORIO,SENTENCIA ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3+EHbGpFl8t1a/nar4zJAQDqI5AaOnwICeP1nv52CB7S076UNY+WHRxb6Al049LHYAU7OrUFAyd/RySAjlkKQ20I1pTmbJkKE9v4AfLqBb88YL2k2SS+mgdPX2izHlUyS1UyvoY2HI4QaT9gVJjhhlQd9RnV1Y6Pjm/ojW/pdbbHC6pkdWcA+IGPXQX8SRMUw=
24/octubre/2018,31/julio/2019,"LESIONES DOLOSAS SIMPLE, VIOLENCIA FAMILIAR SIMPLE",EDUARDO HOYUELA OROZCO(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypTMjn9aFyWmrMgRUZoWvo2/hBJqMT6OnaQ0veH/cZOkjJSQUeMtMuGqSdiW8MY8o2ROHVcY+AwfzZ5tH/065wLMhH3HzpkOZnl+BCedwGRkt2YfpaTOzj4SDbOWzW8l/BQMmbaRCxDRtZs43TXvNCmbkceztoZn+XbpU1AUVaUqIkb+oNHdzDyUPCfG/e4NVGg=
24/octubre/2018,30/julio/2019,ROBO SIMPLE,MARÍA FRANCISCA MARROQUÍN AYALA(Elabora),CONDENATORIO,SENTENCIA CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypTcvMlFjeMAnt9SmDiQUan1r3mcftWeU2gvxRnaancLwNepP5NynwHQZlPlkwwYlV0tt0kLjKyABFjk8pbNfgsPXomiQlSDSAlCX5Bs7Ga4noB41t9b5w9NlL75QJOKkhS8Dp37ljF1XvZvwUUyP6JI5bSxuZ8mWULDxZ41orPiLkztcRTLAmbIB4HfUhyjmyU=
24/octubre/2018,05/julio/2019, ,MARCIA MONTSE IBARRA AZUETA(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQo+HSvgzYc83kp5l/2TG+rTOMdNMXHq5A653CXw81vbxcs4CiNCOgUjm0Yve71qJn2eXmBxB4mqCm3fsF9rqUE0NX6kQf3p/Htw+peZhziUbifM9fgqn12jBck/2xJanfrRWcjPnvHCjqtxBcubY3VQQZSo+tP6g/0tmHkXeU9GNeZiA13Yxkc41cuIMU8TLY=
24/octubre/2018,06/julio/2019, ,MARÍA DEL ROSARIO GARZA ALEJANDRO(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIytmJ/OBVMQniMeHjHzFIRDEpmZ+FHB1ZsP32vCCjueR24Z0ZWL3UJczVSMsTyBO34TU9IfhKrRAOa76V6tuaKt0I5F4Ks++b+20w5oVGtS0EfLqhtDRWKIZopn1y/nOPRgTIkRMFo2xnEoYPHmDvhxUBi041weSAT3Ian1sAsdZEYzictn0bIGzsceXxgwfU0=
24/octubre/2018,06/julio/2019, ,JUAN ROBERTO ORTIZ PINTOR(Elabora),CONDENATORIO,DELITO DE ROBO CALIFICADO.,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIzr2DwKNVHiUPEw53XBcu04USTrVmxxLxFWUFBR3XTKnLOLLFjC8z+vDMLGXbzZR0WlykNuTQOqYeoecsDANVKypHUCdiE4+YxObF373pGsIh0FLqKDI5i5JgYgp923o/m2pC3ew39IeYnA4wIerhb4FnjAOH9ryJArqA+JXjo1kZ2+uHXeEfJfhwbv8bdjN28=
24/octubre/2018,05/julio/2019, ,JORGE ANTONIO HERNÁNDEZ TORRES(Elabora),CONDENATORIO,ILÍCITO DE ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx11VQvJIG1jET+0G4FGMcED7Fqeq9sa+0ujJtDzC5HqPCze0j51R0bkscsMU1TZ5v3DiJbPIriaNO3+dYLBPckw9NuEVO0Sy8iIula2qtKEqsLgzWl5iaz2OCpQltPdn8z0UdV+CyS4LRhXDeJAMAiOc/Um1wnPtFxBZjchmIWeU5BOfbsPczSRsABnAeomy84=
23/octubre/2018,30/julio/2019,INCUMPLIMIENTO DE OBLIGACIONES ALIMENTARIAS,ARTURO OCTAVIO REYES ARROYO(Elabora),CONDENATORIO,SENTENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQr1XF9uJvGSEn1D6izX/K9VwnSyerQ23V5qzWOPWvpP9+VGw+VtGx5UNXFUcBlNAbnsMwb+sp7SoUWszeGuk/PXJMtNGtMQa37mgJqVutLX1YF5kwBrfEqpDtuVIR4C06AYbdx1cpGF43wydkgPDh6FxUwvg3/ZoP4x7RhxJqSDP8kHJx7t8r4zLwjDkc/CH0=
23/octubre/2018,27/julio/2019,ROBO CON VIOLENCIA,AÍDA ARACELI REYES REYES(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypTtF9W6Jv8oeALpJOQyz5oxVoueHNzbHy1wZ+BqiEEBNVprDUd+lniifNb+5inNF+YdKPyOI6RL5DTe+T2B8rbVet63c005n7SZx0GKYnqHLkgyv4PvjeEgGtFmETn6dKYF2bWITjp/cKirPRf7GRo8YPA/4rcjG8ppvV6hoCNFx5Kkv7ok2pHf5H/GwTd63t4=
23/octubre/2018,05/julio/2019, ,JORGE ANTONIO HERNÁNDEZ TORRES(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypTmONfz18cW1HjMIeLsKEzsNp0t2my+PftWAXEh/vrxlELgrfFSfR6ZgjVji2QP2/o2tZ0uxtlMMKW0bGTRuPDLkgCW/FHpwdwgMaoRtRqW12jOwa/wBsC9fdNsxaOkEHKtaebGtksnAnV10CZvepJ2EzlT1kjMI+RO9TyEx8sJd12/aO6/jsHBHkfBLXGpizQ=
23/octubre/2018,05/julio/2019, ,OTONIEL LÓPEZ VÁZQUEZ(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIwb+HoQVw38LrECwrNakvqbwWMoNNt8V+g5coCXnC/55vpRa5ue/MqferJbMoq/RG2AcXEP6kWG6oRWiSiaTiW20p3c/ADjiUWErmwubqwaZBMdSWOaKj1y7ADivRvWvn26Kx0wPtulcWYiuCigWVhlmBOSKDpnCM7Kuwvn1vIJftXDXTTaqNKsvZkVuvN+gmk=
23/octubre/2018,05/julio/2019, ,MAGDA LISSETT CASTILLO BETANCOURT(Elabora),CONDENATORIO,"DELITO CONTRA LA SALUD, EN SU MODALIDAD DE NARCOMENUDEO.",https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIy7l7Hbn3DoeUk1GuDNi4kxtXQ+xseHkic5mOPxdFcx4hJVCYwEEKxDbwtQu/yujAqOf517rpCFut7PR4tsGY+RLjNyyTcoD5HF3qFu2CMerSu6xqRA44Ws48HZ6NgToyz8UHwRacTCusFfeCrNT3VMJz5zIp/0qBrdh+f0CCHtsAibWI0sPkEmbpyaY33RuF8=
23/octubre/2018,05/julio/2019, ,JESÚS GERARDO MENDOZA GONZÁLEZ(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3a7w1GFWWeqmAOfqPbM8V4sYWAN6fw790OE4o6DW//SY7zYKw5IDyZtIkwapTn+ftHSLH7qcBK2weWiP/YAFTQHRfdh84Btz/Leps/Di+McdW76M36JliowSa7MrEoIlwygtH6nCo4vuDXyE+alxrQi4R1ngQM53qWs8+wSyGZpC2g0oQhaGkORemjlAK8+ps=
22/octubre/2018,31/julio/2019,ROBO CON VIOLENCIA,MANUEL HERNÁNDEZ CERVANTES(Elabora),CONDENATORIO,SENTENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx22BOtgRmDiiJOs+WbaHm14Nl9A21bf6iQ+B4qsnAli+hzbOu7oOmrTDk2xpP+U9FaopDvAM7odkp8G3dNp4ZipjWyk3UF6xTNxBL6a/x6jtHHeadG7Ilf5R8OfhxNd+77ER6BUW+qWUQr81zovyvHKOld1QrKIH3vsKnYf3d1rLcFBuQMjx9IPxHSHkDoJ8pQ=
22/octubre/2018,31/julio/2019,ROBO SIMPLE,HERLINDO MENDOZA DÍAZ DE LEÓN(Elabora),CONDENATORIO,SENTENCIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypRDorKhYraRUiSsUfTPh2gU1QHJEqD6QsSCY2crQfdqrUyoNV7UsKEmjOgpt6Rpj5xd2c8N4QDIkibm/CovzaaVhMPT0TClmJ+tgMB1uPyCL5l3hrJzhG2nYa04K2/B6EjQcbOU99ZbemghoI/uXZZ1JXNpAGwUUOlGyOKBftH3Y+F0Y3jKRc/vhQVrTKFGHdw=
22/octubre/2018,06/julio/2019, ,MARÍA FRANCISCA MARROQUÍN AYALA(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypTrjjbHs8rWIew3ZaI7hpJtQ62/hQoCg5U0JG0yBlIdrAZqboqt3K4I9E/KGleFngx3y65xGw0AtfQrwaaMbA8/8yomPu6xfZPs+h+i3yYNdTZhfy6zxUOCB0goImtsOVMQZE09Vd2OV96/+kQDcnlKKU+CPVDYgLs4cjxeiBZb34AA49Ddj+xPMMzSf/KcBDs=
22/octubre/2018,05/julio/2019, ,MAGDA LISSETT CASTILLO BETANCOURT(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIx27R/+Taj2hiHzR86fCCefGl/BSzpqFgpFnYJZtJ5pfr7ppsQHEoOIxBYa1MdBi3Dpa89e9xAYoNkcxDoA/vS32zKuYMRV3Ht9GeqW/OgDCZLAPvsiG2SqYVQkQBJ40scrRJq9V2dR0q1Q+1Sy3brZI10r6Vsl7CgaMBDsi0K8yu5d4dovYsSImzk76BJ7eOs=
22/octubre/2018,05/julio/2019, ,ALFREDO IRAM CÁZARES AYALA(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIxPb5uRbRSczNUBMzPfQ4QETVmgqbCb5J+nMGzg7rhcBQ1eK7GfApDT5sHOilU8hFTyLFXbtx640xsRsrI+5Gn8DE1OM1XDu/iGSrgVbI3jBTIrB5rH1VmQSHbO6CScItAM97s4cbpiz0TlGGP/l0KMaj01yzaaC08Ky7hLTmpmHEFPmSP3aggGHMD54dB8mGg=
22/octubre/2018,06/julio/2019, ,JAIME GARZA CASTAÑEDA(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIx2sy77aQH1nyNjrfsthtrBLnBgZm1g5uMTUXV5bJsWflBtlI2ovoFYe+OyhyW3WFHJWi4n/m8pPTbyf4L1vuItZK6mbDXjv+Elrct5GCznl102RdKU1bFyHn6CC5RC0IDNRm2Kno1KuR1GTpbpsz3/9z6FLGpaQlqFEqnx/06/IpmVF2PEsllpSLC/1gqklww=
22/octubre/2018,05/julio/2019, ,IRMA MORALES MEDINA(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIyI358siKq7VGlIGq1DMihRV/Qd6Y2eaQKRzgMQ3dwwmnDjkHRfeBCCDl39OpZT8yuBQ3xidVSsVlCxhKBLhaYUWIJcQbl/NuvTLpXUcbbZ1mjAEO46/ClegVaIn4Zqd7CQX/BjaUMWdZr0uemunNJo4CoovpIS98PHqRtoFV1dyNct2yhlLTPsinhkH/yVebU=
22/octubre/2018,06/julio/2019, ,RICARDO BECERRA BARRAZA(Elabora),CONDENATORIO,LESIONES CALIFICADAS,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIxmQZtj497JV3O3tTFvtn7OJ69jcFQ7eDHcYbljObTxJNpRX3FTMsNcJuFbq53wTkbdF+FA5eMLulhHHkGrcIBsNaAo145ik7C2UkNxF0mohRnaXU7hfCWOmcah5lwFkzfUjIbS9jUMUzT9oghUhvcY4C4np1x6NJU5HC8B1vDH5UH4sExKuMNR6/BfDBIMxW4=
22/octubre/2018,05/julio/2019, ,VERÓNICA CECILIA DÍAZ LANDEROS(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA Y ROBO EJECUTADO CON VIOLENCIA EN GRADO DE TENTATIVA.,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx2XSz294cySu1dAtTV/CqCtqJOkyP7jJgkWEhqdwby6JmBB/WgqVbHoNtm1/bLmdBptoNagkEuOb+7efze601YuiYIEajqE+RWUnOzJJR6vMvfRlShsWW/ve7KlZ5gqxapJkU1Z48y3g9Ze+N/v0LJjmWehlfth30vFe4JA11BZnw9MI/Ju6cP2WZS9gFv2dCY=
20/octubre/2018,30/julio/2019,ROBO SIMPLE,JESÚS DEMETRIO CADENA MONTOYA(Elabora),ABSOLUTORIO,ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1xxhM3ZMlLft5tXcvErOjkF+Ci4ab5z+mKjvz0dynjsvT/LHiBq2kRb/AwRQBvCb0ptB9AKx8b5AqSWVDK88WWBw2YPFtwUrs/T6Pe0EdQTvtFA6MK83h4kPUs/fogudWIvMyu0iNCVoxEy1uWvuxPp/V6HOo1v+D4Upax/JOihxOtKQyYycOIKmdastrPc/k=
20/octubre/2018,06/julio/2019, ,ADRIÁN LEOBARDO RÍOS GONZÁLEZ(Elabora),CONDENATORIO,EQUIPARABLE A LA VIOLACIÓN,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQuxJyP0z02DStdIMt8+LXR6P59AXtUVaHc0ejeZMr5/oeNgCDV6rXSxv1jbQAGNWiZMAkHZURbGAQvMMMFmFkOpFqbYS6IrG8UVIlBSFGGDHFXxiJVfgT6q1TTJlk/PT0FumNJoSq4ExKrHQhizXDaN4R8pJiSaTa/f92xbDlL9uQF8omYY6o3+Uxl26lwKyE=
