Fecha Emisión,Fecha Publicación,Delitos-Modalidades,Juez,Sentido del Fallo,Descripción o Criterios Judiciales,Sentencia
19/octubre/2018,30/julio/2019,HOMICIDIO DOLOSO CALIFICADO,"ADRIÁN LEOBARDO RÍOS GONZÁLEZ(Elabora), JORGE ANTONIO HERNÁNDEZ TORRES(Preside), JUAN ROBERTO ORTIZ PINTOR(Vocero)",CONDENATORIO,CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1uTCYsUDLHvsa3fruwwgmMNqjyzvycP6C1Mi7JqFZynRx3ioJ/GMs27WvwLeuIRdSzrAx6QztWebuyXkYmlqVxOTBYJV1l7DSfW35f5QACXgMDf+r3mIgzlsRUowCQpNqHxAP8+LE4+Lh9B4/3hk58fqZanH40y/uLv3wunM4YX/e94l5u/ts7ORSGR97hZyM=
19/octubre/2018,30/julio/2019,HOMICIDIO DOLOSO CALIFICADO,"BÁRBARA MELISSA GÓMEZ ÁVILA(Vocero), ARTURO DE LUNA MONTEMAYOR(Elabora), MARÍA DEL ROCÍO ALANÍS GUERRERO(Preside)",ABSOLUTORIO,ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypSNyw+q+1MZxh3xmbDPECXWZ4cr0FqlpZhh2E1w05+D26NR+i3VUlaelJCS0CBm29bKdING8axK1awyLHigcAa4qABn+KcyTpUTYwibrQRF6N3INJJ2s3mIPzXOHI3POoiMFqdsIdwirGm1XTbDKIPexlXE+NAomYnBd3RJ/g4rzhTh/1vpjD9vH/G7q4itPo0=
19/octubre/2018,31/julio/2019,ROBO EQUIPARABLE,VERÓNICA CECILIA DÍAZ LANDEROS(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQTGqXA52VYcNpd+QCIxsN7Yt2p9gkXYn6/V3MbLZzEdB5VPqwKh5Qgj7QYrhpgFkIOM48aK5KwIAhJR/ifSzFMavSSfCv9HIIsF1OfqBuuntwmWqcrC9GqMGML8NAazlL9gcR9nxuzZmuMs4sdzTjNj1Fch7TuxKSoDJFMB+dRBJvC04PN2CSFIzeOY8EWX4Y=
19/octubre/2018,30/julio/2019,INCUMPLIMIENTO DE OBLIGACIONES ALIMENTARIAS,OTONIEL LÓPEZ VÁZQUEZ(Elabora),CONDENATORIO,SENTENCIA CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQ26lbkxX8dIsOJ2LhlXzNPSGQylCr/t/67Dr6pKvFKHbTxwJrVtSoxK072WHYRQp9IeY9ijix6l9KxK2ECsIzq0ksdE4MnTCWg1QEvxNjU+KpkaPYr3crOHrckpp7fIud9ZVokjvtyfEyEit4D0tlu3lf40m1sdKOgRK/xyh1Wy2iaeNt/a4l87vjb19jBho4=
19/octubre/2018,30/julio/2019,VIOLACION GRADO DE TENTATIVA,MARCIA MONTSE IBARRA AZUETA(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQMJ2fLU8OE4v5sehEICbC7NMnRtNEDGNEcK2tpWPxbBrCxbzG2y7XQ8VvDm58p6DCxy48qeFCB3yWP0MhAiyjx/QIExZyrXwoyFX4LbUUaB6rugMLsR7/Es3ng3OkXSgtN3Qz5VwTcgDYQjfExESE8fKWKLnNJ4OQN/TTUdFF2t9cFVdG4zgmF1J4GiQnqyKI=
19/octubre/2018,31/julio/2019,DELITOS CONTRA LA SALUD NARCOMENUDEO,JESÚS GERARDO MENDOZA GONZÁLEZ(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypTQiJq9H05//w9j+LEnbS8e2q4m+92zfQHk+eHB+gkTALLK8Kgvyqsgx8qK/vTrHoEKfhSIMcpguKN6qf8Frw5L1A9pvmQ5YrVnMj3NAbMqI0JxvWc93Rp7YJbTBe4xjgHZWpuligRWK/FShuqs9cEph6Qz9EfXjpvgAmBYRERxw3G7PE1Ymp2SMVsQrBKsDRw=
19/octubre/2018,06/julio/2019, ,JOSÉ HUMBERTO DE LEÓN VILLARREAL(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQY+D0JF4u0caEwCshrzxhJVWbfz9tPJsnGVmMURlyjkmTZneeL2zQNrIZ506L17dx3ttKmPo9gZXUwwzQnqAo73bap+NgUUV9hQ5k2uNvnwvrDGY2AsE707Qey+sufPmT+tw3Ab+5SN+/DqkRw7c68QsRS70SKvU8fxXbp2o45eVYgpMpOR4UQBS5ny7K7Xz4=
19/octubre/2018,06/julio/2019, ,ÓSCAR ENRIQUE MEDINA PÉREZ(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIyQQ2MSe39zKXVB/BiQfC1oYw1UQ0cM+h0nZoO6IZEWTb5XAUv8GZ3D+1oCXaRrTXzq4RufFOAI0PnZy+RRONwdSaw9ztbaVlpYj006ckUoiHrRw7g2J4EDyIhhQCWkAJ0QHz/OBBCz54zJok5PpKo557nDQ2XuUBwrxZ+1sWPP9G11Hx4pj9B5TkSOzjSLkwo=
19/octubre/2018,05/julio/2019, ,MIGUEL HUGO VÁZQUEZ HERNÁNDEZ(Elabora),CONDENATORIO,DELITO DE ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIz0DKEeUp7LlKBqovYXxe8Phpz55OadctO5L3GqFTxu74X0EKq1J3JrHrap0zLHMBpBm31CfI/snNMjr5ToQP7rrFNjYNn51lXQIPjGFs4eAOC8Somy/B5TH4/YYD+jIFyI9uXeRYN9BcJAVgH038IiCt5oBFge6HDHQiFVXwk9M6iLOsxcJkUlI4KhzNIr8n0=
18/octubre/2018,31/julio/2019,ROBO CON VIOLENCIA,MARTHA SILVIA LEAL GARCÍA(Elabora),CONDENATORIO,SETENTENCIA CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx0wTC1EvsZ0u3GgOpUYWWeV2oQ2APyYq272IYp7N8atIWCADmKNzOa8UI9JfW9ioP1sgUSUbuJvyoi/ufqxERDsPSZ97LNxwRqQoYb+QUGTOOM7M7NlYT3DbGgTQUNwb5Tn3JekefsafCkJlIvD3Ezj7DRrCS7a1WaOdvnyX6VIH05bTuCPDrvjsisGppEGKb0=
18/octubre/2018,31/julio/2019,HOMICIDIO DOLOSO CALIFICADO EN GRADO DE TENTATIVA,"MARÍA FRANCISCA MARROQUÍN AYALA(Preside), MIGUEL HUGO VÁZQUEZ HERNÁNDEZ(Elabora), CARLOS ALBERTO SALAS GONZÁLEZ(Vocero)",CONDENATORIO,SENTENCIA ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypRkKpE05znbjMPcGkps0tDH8k9wXhuymWu37piBoyPDrmAMcsKWItnsGuRHkxseeYv0Gm07Quh0/RgcrS7+XjKcjeKkH4Fcxd7Ta8cegEPSMSYNkeN6JP9WyJL4aGfFFrQFKM6+UzNdy44kwtPKzXCk38DA1lXgGRy6FeK3wnJaaL7zN6mo7/4809W3mYmW7oc=
18/octubre/2018,31/julio/2019,HOMICIDIO DOLOSO CALIFICADO,"ALFREDO IRAM CÁZARES AYALA(Vocero), JOSÉ LUIS PECINA ALCALÁ(Preside), ADRIÁN LEOBARDO RÍOS GONZÁLEZ(Elabora)",CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQHZHx1R7sgDa/aCi6GSG0M9X7nFhv+HBHVFa38I4guQ+G4JhBtd0aeMadfxuljvb1Qn5gROtdpfGzyxNkym7FPNAibmHnknJEzDk2z/QGiXzko0OG1GTbgcA49GwVEvwliIwGe+oUxI8UHLmBKlFw2kkPcbjYNN1qnKQElqB8WPQsxw8xPf6K6I7JSeEHYZ0w=
18/octubre/2018,06/julio/2019, ,JAIME GARZA CASTAÑEDA(Elabora),ABSOLUTORIO,SENTENCIA CONDENA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQxi/QFXKhmikAZzWfQWfm7BVYM3MLqYWJEqZdpoJ3ByX/s+iQTfLXPqbvoC3Of19GMssKbrShY1YNaaQKhmIzmffnLLFetrZvkTJcNZrTeqNdWrVw23rD8ToNj3GwuhrfbrjssNOzHiu4INQc74RYTjVsTzbrOSsacERlm019MqBw8+PwqlasUs8IY9SjMcHs=
18/octubre/2018,06/julio/2019, ,JORGE ANTONIO HERNÁNDEZ TORRES(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIwK09p6B2hoCPeuurCuUK4m3seWIPvq9lMGcwHrY8J3ddntV3n426tAMx2GlCP5E6s+8xymE3NGVkpjk6dDSgNLZnpT89xqZ60hGNyRrKdc6ztKxsZU+e+nooSw2P/99F8VVuP0oOSAcHzasXllnQDdqK2k8lz9Mv/pdXy6oGwPqaXH50KmYJG6sNUUYJQYST0=
18/octubre/2018,05/julio/2019, ,JOSÉ HUMBERTO DE LEÓN VILLARREAL(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIxMWGk59dtS7y2VFMSCw/31SDPpt/q5hQ+Rfh4XVS+oMNS2f2vIl3Qhw8SJHvG/Z0XI2COY+FilSfJCtKIkgUEf3o1t9sn3t0erhnCKuTFCxZ09CsQreliGGBmYX8YC4eghOaReqLQoSr+LLaM+dSuEsOuJaJ995yhkqCicvybzzOXzza4arUFoR5td+KPW4Vk=
18/octubre/2018,06/julio/2019, ,AÍDA ARACELI REYES REYES(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIxot76u0XioDnf+N2xwxEr4Ffu3yX3xzSRor1iDVYiZP4ln9oeJPyQL8H8U5HZua4HTdQnxG8JqIzbTr2+2APnE24odHTffggXGVPKsDekVqr8TOoYDD421RJB2Pk2bN7cpwjqTupOa1eHoMxwDAsYDN22QlDz6yQyRpSqm0DGU3A9sCIgf9TkrDEUcV0lJGSw=
18/octubre/2018,06/julio/2019, ,AÍDA ARACELI REYES REYES(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIz2/T54ILulazV1BwCecoLX07SRx1/0W01WQZCHWwyjuGxiGqnejcKtmw6QxJKEAMYLgOeIWzM7lCGNhaHVCG1HqSh1ga2TE1fy7QQ4BV3WQLyN/pzBhfGy4I5cc0YJWl6wh0Bsg+IMe3YNe7bCGIOR/fPyf8MPNLFvOJ/kwmSg6GeQUgtRDHCqSYzoiVr+/Gs=
18/octubre/2018,05/julio/2019, ,HERLINDO MENDOZA DÍAZ DE LEÓN(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA FÍSICA Y MORAL. FALLO CONDENATORIO.,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIyrUdUIB8xI7HDkLkOvBCIzbf+rnBkWIicHMVzaU+vfhcEeWgemu5jo0fyY0R0aLf+lYuJKtynkMJIdEqgsf1sjoXkkSKtfEvjznYKfP/W0/z6FcRMSF/FqyF8pGnfQ3IMnBiCwOoevQQ9vHvIGfKHFbBx/nX+mpL+pDGbhxhmuBkmNNf+fjzJiQYLKJhimU2E=
18/octubre/2018,06/julio/2019, ,VERÓNICA CECILIA DÍAZ LANDEROS(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL. FALLO CONDENATORIO.,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1UMx7RhDGZufxN4h/8yRnfPLp8HAH3KECnFcMh1MPU9vMY7auRgdDUnM3AYH1vB/C/Rw6XIcJMLgXSsFJkAYN2f/BCHB6SGY8pCcC1XlXoFGp+4OaVOqd8pVw4SiMX10Fp+0foiGsRJqf3RK/2vI0D45z80N2vwo99ym43mvqwnH+1nh45a+HWTe+biU9id4E=
18/octubre/2018,06/julio/2019, ,BÁRBARA MELISSA GÓMEZ ÁVILA(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA. FALLO CONDENATORIO.,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx12WXCqfNOB0bDca15EhQufdTi4x8mhYn1lDHHWGnx4IB31GzAszyMYMraNJ7d39ZgMUF3P8ze0CkAu5abalSq4QfNjbDiwfh0D9oOjLMBRz6zZ/URCRYZS7RZbuKIcuoEF97N32jijvlKjr/lGy1T8E9Oo3ASNKvua7AnNgdyYv+qdXsbtMnMKFbiX0wPg+Sw=
18/octubre/2018,05/julio/2019, ,MANUEL HERNÁNDEZ CERVANTES(Elabora),CONDENATORIO,ROBO CALIFICADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3CVhtTIn6n0ssCNqpdW+Xn74NuVfXA+l6u4gn1IMWKksCpRVudPf+hVZjetYX9ZVnKAxyaQMijmqhbDtPUvLasgmRrq0I2SLGFdSTYAcZvHBctX5i/Ueo589ocz4DiPQWbo9nGDsVxqIOrHRsUVaLXpW+Trs5uJLzQ2h7YFJkmEnZeGBfTkU/Zwk/w38gvVEY=
18/octubre/2018,06/julio/2019, ,VERÓNICA CECILIA DÍAZ LANDEROS(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx00LgIrBd4kdJz+OdVO/bc1LIMvPTElEM5J7V0EyelAj6ZCnKqArRZo2wOAjrj1KmPH3SWZvcKupsjOYZgebJdraW2bDWUIf27V7t5dJhHWYCQbOpmDiyUBWn6Dpso8OzNOtdC/TPMc5mMwoHDbwiiWqBDhd4c//MYcZyMzX/bQGBAfr/jGw+lgcZ8nEN09RvA=
19/octubre/2018,30/julio/2019,INCUMPLIMIENTO DE OBLIGACIONES ALIMENTARIAS,OTONIEL LÓPEZ VÁZQUEZ(Elabora),CONDENATORIO,SENTENCIA CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx1f9TV3Y86blZWpnnDubKfJ5gsME2nLcHM6YHnw/wCBrIWqrwf88485mp/nwsm8QPTbIRgaJKJbfqy/eviKs8QnTMAvGFqctT8cFE4dYxIftQaHXfdAeg28ZLyFikIvuUODB59pzYgHNiqJehrw+7R4gt53a0sIx5PCwg8YOuwE++DAl45ofJm2IuMZA9HeqGw=
19/octubre/2018,30/julio/2019,VIOLACION GRADO DE TENTATIVA,MARCIA MONTSE IBARRA AZUETA(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypTEM55HDCNB379OuSkti55roesvyoBnv+Im1cT/rWtHYVZgv4R0wsAhzPhbPsWiEzETWgoou5S20czve/ysAic+eVnClVlOwVfoUlqOv+k/jvPA/jobREcxo2QygossX96BdOXsbzAX6nQCLX+6PDkXeElFWYs9+9Fh3UTjYvUMIGQTNGvVgCI38THOCUHIxV8=
19/octubre/2018,31/julio/2019,DELITOS CONTRA LA SALUD NARCOMENUDEO,JESÚS GERARDO MENDOZA GONZÁLEZ(Elabora),CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypSmR7WZg7GqQRHQa5o0bsJwTQPYaX57Ne12/aXb7+aGNdt+f0CP83DjT7vM5nwZpGXJ9mJNdgMUErhgjFsdlaXf+c52LfaAkjo+xA5Xt8UK+D/f9QbAs5xC2A1GAgNc4HAq/pwH1aM3J8t7rR1W1Cuqf7vvVWtPohJ1x5iLHw7wV57vGQgj6gKHQlitm2n2So0=
19/octubre/2018,06/julio/2019, ,JOSÉ HUMBERTO DE LEÓN VILLARREAL(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQ/FkoxxqCxCwIkVIB0phOwE02Llb3gL0dIcsQZvwUq8EPImr2LGaNZBa6ZJFbTUcZ7e4HlaUfXT8CSTGt8s3fUvaOda36S9fdRPVJY3pRtXTHuRbg/RM8tksQDnFTgqIx8h9buzS8zHHCkBRwJgd/ZBC/CLsT5RXw6R2OarhOhD2oQiQiwDilzIhU4L/51suk=
19/octubre/2018,06/julio/2019, ,ÓSCAR ENRIQUE MEDINA PÉREZ(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIzLmFGSjLamakPx79/mz5eM3bIN0K4H8eDx9byux1hxvjaUaM3vuQU6mqxEtAhNgWimBDjR3PW7NZ9do07qANvqvoWdtTzUDI7jr/w/Q+l8KLaweqKwUCjki+RR1YR+fUtWqCdLBAP/2kXUGNd/RxUOJFMnxZnB2eDcyl5ulWrDYS6p45enRC5YP45FRB/xH+o=
19/octubre/2018,05/julio/2019, ,MIGUEL HUGO VÁZQUEZ HERNÁNDEZ(Elabora),CONDENATORIO,DELITO DE ROBO EJECUTADO CON VIOLENCIA MORAL,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIzDuzmpw7oFYrZm1HbL3rj934UNE35SrYSM+XEPUSDxn0OuvMuf5I3dfBo+9Nx+wHXGe+6Cces/HEiZjIxqTMDWH8cL8BOfxbN6NshgONZzMIrN97YhrXI08b+6+zcqwKw1gdXFv4/YlCX7bE2ka4iKlaKYxiYzX29wnpRH6rzhhg5+T2HKQPoqUFUWu+Gs4Io=
18/octubre/2018,31/julio/2019,ROBO CON VIOLENCIA,MARTHA SILVIA LEAL GARCÍA(Elabora),CONDENATORIO,SETENTENCIA CONDENATORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3xFbAR/m6T2q5npnD4xlxv2MONMwNzxdtsA/Vt6nEAToAZjh+q/nKrT1vXNeibX9bXJHYp0nKV50SPUTSv7LP5PIe41QCHcTLvsyQow4QtmZXfKTzgwrbBkJas8vaM2CU8H0Z96f1YI/djVgnymQxaeC1MSMsGLv1Dr1kUiyGRyGmLchK0WNWu7atuakLhTPc=
18/octubre/2018,31/julio/2019,HOMICIDIO DOLOSO CALIFICADO EN GRADO DE TENTATIVA,"MARÍA FRANCISCA MARROQUÍN AYALA(Preside), MIGUEL HUGO VÁZQUEZ HERNÁNDEZ(Elabora), CARLOS ALBERTO SALAS GONZÁLEZ(Vocero)",CONDENATORIO,SENTENCIA ABSOLUTORIA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypSRdtj29crOrCqAlt0o9qq8NeVJC6lL3Ytlr+P6zn1GJh+3v6xouKpUlzwC20ZXSjWc252SwjhgK3woDBTFwMtipSYWyOJlnebUlB2Dt72aaVlrgQq0lAiThlRoeyRyVS/4HFkgxKaBarcvgRWxGcBGLPVAmAQ7lGigP7UB7Lm1MAzD5D91wUAYoRkiZCR0Qns=
18/octubre/2018,31/julio/2019,HOMICIDIO DOLOSO CALIFICADO,"ALFREDO IRAM CÁZARES AYALA(Vocero), JOSÉ LUIS PECINA ALCALÁ(Preside), ADRIÁN LEOBARDO RÍOS GONZÁLEZ(Elabora)",CONDENATORIO,CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypQ54VxHmVDFn2g7CH9x0kfncwpHeRx/dZIwoI+miFSgNvHohIWfWzmpinkb/91iO+Rzqkd7Eh+rS6iu94H2IwTcUIFn3qAJ//fDD5Br62G56IwFqjyHOcVwuTRaeLWTCMAbZf+M+TVpztn0qduXRORts6DY5yqnkXEktLwkG8MX+TZ8LTtfiTmsM7OwzWsLl70=
18/octubre/2018,06/julio/2019, ,JAIME GARZA CASTAÑEDA(Elabora),ABSOLUTORIO,SENTENCIA CONDENA ABREVIADO,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEtW/248rYVYwvQOc0+YTypRiYVsdz7ef+cqrKNZC9BdIj+FcUfTFdNuDpT8DmrD2zeH+IXdHMfW5V1gJvvHWgQ/U6un6aHpxzGfbWJNalf7YrPZjwLV0l8/nWmsb9IOTzh5IJ83DboqzOWsEwjHepaVt36x9n6rva2mgQtgmQHN+nHk7fDhcrCuhXRf5u5d8XdeotXk5QxZdXq9V6U2zwpU=
18/octubre/2018,06/julio/2019, ,JORGE ANTONIO HERNÁNDEZ TORRES(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIz5T77dhfgrd4snF3LlsNkJBNuBkqx/Eh4sYDVZnBJEXijgyjYcbH2Jr4rvroUJzda6QpEZyuU7mpUFvp327RUbOnQUsG9vuHMmETJYLNyRR1wM0oiN+66Ue2btY4Mk77odke4qm3bomPZ4Fhl4YbhqAqPb9qSPLlC2X0zrVa9IOjGotoUkrqCLYO6La5Hl440=
18/octubre/2018,05/julio/2019, ,JOSÉ HUMBERTO DE LEÓN VILLARREAL(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIxlpx4u92k9G9Kl9+U2x9bsqgmIE5XPe2q0cOWI75wYMCQ5C0k5faOwO35fbooq8KssN0E/uVjOJtKAuAs0LdcjQDJW07s/eGugW73Lt009RNg6OWax99GCgaRNN5gFzLxaJWNP9NkuYgwMPC+UBTA74SgsMdq2FxazTiKLE2igewex3M3Ej0ZD9qVusUaZp/s=
18/octubre/2018,06/julio/2019, ,AÍDA ARACELI REYES REYES(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIzv8v5wMMzcncLAaVjPflMPBah2fKItEjgpMoWCcxMcLT5CKZZ1tE9b6x9CELXKrR1Wz/CbKwL9c5NYziglDy2NW9Hf2Rq4LygThxiP9qhvSwwimL1Z4/Tqp5Dq3CR762eB0QRA0NURz0lSXbohaj9gAD/d0nPXuNxQ2GT4cNBJwsXwoWavEVUU3iyPKo14A/A=
18/octubre/2018,06/julio/2019, ,AÍDA ARACELI REYES REYES(Elabora),CONDENATORIO,SENTENCIA CONDENA,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIz5slaAQbdveEp8nz6LxvpFN0h6H4PcoSERm44qO5BUPaWY6HGRLf1Q/9miDxH4CnN5W1fCBMpqCmtxQ9y0+lDjyxihq6QTGXOu5GgleTcG1y8XLm0rqjsmddmR674N0Kr1E+UrtVwrddHJTuZvRnXEaTZfYrdNoy0eDVso7QzE9cUYX1XbDdPXcBJTXbtZPBs=
18/octubre/2018,05/julio/2019, ,HERLINDO MENDOZA DÍAZ DE LEÓN(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA FÍSICA Y MORAL. FALLO CONDENATORIO.,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVElVJ8SzXjX9ZCQ/Yh/FLcIx5gMLKkRKY6ewfR1yMh5ewslvsumAk4KY7xAYq/8ecjubwYCD7znCiAwEzccFBCLxunwX0tf8AiB7u1SsA61Va9SM0d/FSB4UdR4F1TZ+FHTmFVH6EqZJ3gRAGZuMZOuOSIgznUQ5joH/fv3i322rd75afHOIDiC0OaaHXC5U9uFMNBvPWQGq40rdmbKfdvqM=
18/octubre/2018,06/julio/2019, ,VERÓNICA CECILIA DÍAZ LANDEROS(Elabora),CONDENATORIO,ROBO EJECUTADO CON VIOLENCIA MORAL. FALLO CONDENATORIO.,https://www.pjenl.gob.mx/SentenciasPublicas/PDFVisor/Visor.aspx?p=6IQayxSGvfKFFaLn0+VVEnXvePaFpPmHaMDnyyY0kx3bUGlZjPp/xYdoOp3qp2R1nCAQsUrQTeqvZYnoUV8ob9vEqruJglk7fERUf8wpHqL+2GTTMPLQm4d7Suc83ZlzM8e1hvNfjb+qi+tx6DN/Dz5JK2xExllApY5pKQyrsHZ+A+EcfUjZ2+klOdear1p/Q73upT4vxWFSVQ42qt0FgUjytC5XkdTAiuI6QsH+tOQ=
